Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@GMA @marykbruce Why do briefings?! I mean he wants to stop :stop_sign: the testing , we have so many cases of #COVID19",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1285536401333919746
"@ReallyAmerican1 I work with someone who lives in China, who had assumed that the Chinese news about Americans going to crowded indoor places w/out masks was just ""anti-American propaganda,"" because, she said, ""I couldn't believe it! People just aren't that stupid!"" @CDC",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282896583206424576
"@TeamTrump @realDonaldTrump @kayleighmcenany Denies FBI.
Denies CIA.
Denies Pentagon.
Denies Justice Dept.
Denies Supreme Court.
Denies Science.
Denies Coronavirus task force.

Denies anybody who does not agree with him or won’t do as they’re told.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283014629942267906
"Can we just listen to the scientists, doctors and other heath experts instead of politician who don't know anything, PLEASE? The sooner we follow the rules and wear masks, the sooner it can return to normal. LISTEN TO DR.FAUCI.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1282879747618246656
@realDonaldTrump Now do the studies Fauci did decades ago on this drug showing how well it worked for Coronavirus strains!,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1280209549484412928
Murder Alll Good Americans (MAGA)  #TrumpVirus,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285582249744891907
"im sorry, maybe i just dont get it..but sports team players get instant tests everyday while us regular peasants wait three weeks if they can even get one??? no no no..... 
#COVID19 #Testing #FAIL #WeWantFauci",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285590075854647296
#TestingNazis didn't hear #DrFauci say it makes no sense to test everyone. Those you test today could be infected tomorrow. Let's stop the #TestingTestingTesting bunk. #COVID19 #COVIDIOTS #MeetThePress,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1251952581003313152
"@SenCoryGardner How about you protect #DrFauci too! since you like to toot your horn about how much the science community loves you, do them a solid and stand up to #COVIDIOT Chump and stand up for #FauciIsAHero",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282675732028637186
"Hostage interview of Adm Giroir - yeah sure, free open to say what he wants but got the White House attack #DrFauci talking points! Because Science does change as we learn more, you #Morons ! Only person I trust is #DrFauci ! #TrumpLiedAmericansDied  

 #MeetThePress #60Minutes",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282418952375853056
"@NBCNews Every time #DrFauci says what the public is thinking and agreeing with, puts him that much closer to being shown the door by #Trump. If Trump fires Dr Fauci, I hope there is a public outcry of EPIC proportions. Truth to power, Dr Fauci! #TruthMatters #COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1246090452698312704
"@MichaelArt123 I prefer people representing our country that believe in science. 
If you’re not wearing a mask, you don’t believe in science. 

I suppose stopping at a red light, wearing a seatbelt,  and wearing clothes in public is stifling your liberties too.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288634726312378368
"Getting a new windshield today and Masked Up in Montana with my sweet Science mask from @maddogpac No fucks given that I'm alone in here. I dont want your nasty ass virus, anti-maskers. #MaskUpMT",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289243734643630081
"The only void #tang is filling is much missed rallies. Rallies where he denigrates and mocks others, tells endless lies / doing it daily in the pressers/ #COVID19 @NBCNews @ABC @CBSNews #DrFauci  tells the truth / trust him",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1241105056805654529
"WE have had our freedom, jobs &amp; businesses shutDown by 'Federal &amp; State Government's. #COVID19 Financial aide is the mail &amp; #DrFauci is trying to keep US safe, the Government is simpatico with WEthePeople, EXCEPT property Tax's. PAY TAX or lose your home! NO grace, no extensions!",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1252788228987338752
Less @VP talking about #COVID19 and more from #DrFauci - election campaigns are not a good reason to put people and communities at risk #WearADamnMask,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1276632393370255360
"Dr. Fauci is a National Treasure and we must protect him at all costs. 

#COVID19 #ProtectDrFauci #DrFauciIsANationalHero #DrFauci",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1244990459161841667
"@WhiteHouse @realDonaldTrump It is a disgrace that a smart, intelligent man like #DrFauci ( scientist/doctor) has to stand up there &amp; listen to lies, misinformation, gibberish nonsense coming out of the mouth of pathological liar, corrupt criminal #donaldtrump.
#TrumpIsA_DANGER_ToAmerica
#TrumpVirus
#COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1246228969252405248
"@chuckwoolery I hope your son doesn’t die because he didn’t listen to Dr. Fauci, Chuck. 

I guess you don’t think it’s a hoax now huh?",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283334397328936960
"@realDonaldTrump You mean your daily, often confusing, misleading and un-leader-like political rally, don't you? Hey folks - Wait for #DrFauci and #DrBirx to come on &amp; then watch. #COVID19 #Science #TrumpPressBriefing",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1246512080502624259
@GeorgeTakei #wearamask how is it a big deal to wear a mask and protect yourself and others,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284669259512152064
"802,000 #COVID19 cases and 44,509 deaths in the USA. We should be conducting 1/2 million tests per@day according to Harvard. We do 1/10 that amount. We need #DrFauci.  Our country is being devastated. We aren’t at the point to reopen. #drbirx doesn’t condemn Georgia Gov.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1252781057100914689
"@realDonaldTrump Who is going to tell her that there is STILL a PPE shortage? Still not enough testing, no contact tracing, no national mask mandate. This regime has failed. Common defense? General welfare? It’s criminal. #JoeBidenForPresident2020",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282891691301773312
"Daily reminder, be careful when watching #Trump's daily briefing, you can watch if you want to see what a dumpster fire looks like, but don't take any of his advice unless you see #DrFauci then listen #coronavirus #COVIDー19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1245729520193241090
SOMEONE ASK THIS MORON WHY HE RETWEETED CALLS FOR #DrFauci TO BE FIRED?!!!! #COVID19 #Trump #TrumpPressConf #TrumpPressBriefing,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249820732177240065
I will always trust Fauci and will never trust @realDonaldTrump. tRump is a mob boss and the biggest liar ever. I'd be surprised if Fauci ever purposely and knowingly lied. In this country it's not the #ChinaVirus it's the #TrumpVirus.,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282912017553125377
"With crazy events #covid19 US cases back above 20K, still disturbing considering reopenings. STAYING w/#CoronaVirusVaccine leaders $MRNA $INO $NVAX, modern DNA #RNA technologies 2boost their pipelines on success. #moderna_tx #DrFauci mentioned Ph3 in July, so Ph1 data ANYDAY NOW",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1269687107695640576
"What we have learned from Iowa Governor Kim Reynolds today is that Dr Fauci's expertise and knowledge is being over written by Dr  Caitlin Pedati's plan of metrics and data that she created from her vast knowledge.  I am at a loss..
#Iowa #coronapocalypse #PLEASESENDHELP ",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246167716538482699
"@CNBC Whomever is threatening Fauci is a dumb mutha fucker. Do they think getting rid of Fauci is going to end the #TrumpVirus 
#Pandemic 
#CovidIdiots",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286736514563682305
Wearing a mask - stop the spread,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282990362424942595
"@WhiteHouse Poor #DrFauci, a brilliant scientist who has to put up with the #IdiotInChief! Be warned @realDonaldTrump - if you fire Dr. Fauci, you will have a #rebellion on your hands! #COVID19 #TrumpPandemic",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1249875879867625472
@SaysHummingbird I hear I can’t breathe in a mask a lot. Boo hoo I’m sure a ventilator will be more comfortable. #COVID19 #TrumpVirusCatastrophe,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285472137671827456
@realDonaldTrump Hey halfwit! I tested negative for #COVID19 and the numbers in #Ontario didn’t go up! #DoTheRightThing #maskup,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283207544471773184
@battletested5 That’s seem to be what many see as the obvious thing to do. Lest we not forget that the moment he does that...access will completely shut down to him. He is not just on the #Coronavirus task force but oversees at @NIH He’s no good to anyone locked out. #DrFauci #RockAndAHardPlace,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1280311083513917441
"@AP @amandacarpenter @realDonaldTrump is an angel of death - he is the one dismantling America. Really, by November 3, he'd like to kill as many as he can.
@IlhanMN 
#DrFauci 
#coronavirus 
@WHO",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280868534243831808
"@realDonaldTrump @MariaBartiromo #Trump #COVID19 #ignorant #Narcissist

Top #coronavirus expert #DrFauci forced to beef up security as death threats increase -- because of #TrumpSupporters.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1245716656317480960
Why doesn't #DrFauci simply quit working for the @WhiteHouse and hang @realDonaldTrump out to dry? Couldn't he then #testify for the #foreignaffairscommittee? He'd still have a platform to keep info going out to the public and we'd get the #truth instead of daily BS! #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1256552733064265728
"@marcorubio Very glad to see our closest ally move to squash the Coronavirus.

I urge #CoronaDon to do the same in our country and direct everyone to mask up.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283038232737918977
"@Bill_Maxwell_ Don’t care! He wore a mask, he showed up! He’s awesome!",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286482300742406144
How long until the #GreedyOrangeImbecile fires #DrFauci ? Shall we have a poll? #Hydroxychloroquine #SnakeOil #TrumpLiesPeopleDie #TrumpGenocide #COVID19 #coronavirus #MAGAStaysStupid  #TrumpOwnsEveryDeath @realDonaldTrump,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1252757376022671360
"When the grade #America leaders after this #COVID19 crisis,  leaders like @GavinNewsom @GovMurphy @LondonBreed @GovInslee #DrFauci and @NYGovCuomo will go down in history as the pacesetters and leaders of turning the corner!",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1247723506281971718
"@weijia @CBSNews @DanScavino @Scavino45 More maturity from the ‘leaders’ I see.

Fauci , like any other scientist goes with the facts AT THAT TIME.

we can’t get people to wear a mask but they’ll second guess one of the greatest minds on infectious disease..

Dumb in the extreme.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283007017561591809
"Remember those movies where the government was being stupid, and one scientist was trying to warn them?

Make no mistake. #DrFauci is that scientist. 

#COVID19 
#IMPOTUS 
#ETTD",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1247049790057299975
Like it is so infuriating. That man has done his absolute best in this situation which is exactly the problem. He’s too good. Makes @realDonaldTrump look like the incredibly small man he is. #WearAMask,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282501402904887303
"The WH found their scapegoat because trump failed in preventing the spread of #Covid19, &amp; 137,000 people died, &amp; the economy collapsed!

",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282438439036751873
"@debragarrett @realDonaldTrump If you think #DrFauci is “deep state,” you’re an idiot. You’re probably one of the a-holes applauding his death threats.

Please tweet from your hospital bed, when need a ventilator but can’t get one, because you’re in a “beautiful red state” that you think is immune to #COVID19.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1246505726303973378
Now toddler n chief is disputing #coronavirus death data and slamming #DrFauci saying he’s playing both sides?!? Wtf #America ?!? #BidenHarris2020 #SaveAmerica @cnn #TrumpLiesAmericansDie #COVIDー19,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1260697440027660291
"@realDonaldTrump Lame-o president not talking about how to actually control Covid or his new agenda, hes too busy trying to pat himself on the back with relevant propaganda,his ego is a fragile and inadequate barrier between him and the real world #TrumpLiesAmericansDie #TrumpVirus",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282711922882699267
"@thehill This schmuck says because he's a #SocialScientist, he should have the same voice in #COVID19 and #DrFauci. 

And people bitching today about #DrJillBiden not being an MD?",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1247245370721210371
"#DrFauci says it’s critical that we implement this #SocialDistancing strategy right away to slow this thing down so we don’t have our hospitals get overloaded with more patients than they can treat.

#coronavirus",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1239320799619592192
Where's #DrFauci already! #SenateHearing #coronavirus,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260210779380420608
@DanPatrick That Trump University degree isn't going to work against Dr. Fauci in reality remember it was shut down because it was a HOAX AND A FRAUD @FauciFan @NPR #DanPatrick #TrumpUniversity #Trump #Biden #Biden2020 #coronavirus #DrFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278397495262023680
@RepAndyBiggsAZ Go f:reversed_hand_with_middle_finger_extended:ck yourself! Another Kool-Aid drinker. Do us a favor go visit FL and breath deep! #COVID19 #StandWithDrFauci,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286500713837756423
The WH attacking Fauci during a worsening pandemic is like Gilligan’s Island banishing the Professor.  :face_with_rolling_eyes: #COVIDIOTS #TrumpKillsUs #FUTrump,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282467815765749763
@thehill Why are we still giving this liar who is spreading death and destruction through #misinformation a microphone? The press needs to keep Trump's epidemic of #coronavirus misinformation from spreading.  It's a double #pandemic. Please promote #DrFauci or like experts. #StayAtHome,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1241723644449116166
"@jdwickie I want to see a Biden/Cuomo/Fauci Coronavirus Task Force! Enough monkeying around -- we need results and we need them NOW! The GOP has had its chance, and it was  an epic failure. 

#COVID19 
#TrumpIsNotWell",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283307337768415233
"@gtconway3d Lol.

His expertise is bending a curve not throwing one...

The fact that these juvenile jackasses would even try to denigrate a scientist over a bad pitch just proves that they deserve eradication just as much as COVID-19...

#Biden2020
#TrumpVirus",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286535801145364480
"These #ComplicitCorruptGOP bastards didn't pass 8th grade biology, but want to attempt to best #DrBright  and #DrFauci Would rather 80k dead than to serve and wrestle with truth. #GOPCorruptionOverCountry Shameless political hackery will continue #COVID19 deaths.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260955147242520578
"@cnnbrk The #COVID19 infected ""#WhiteHouse staffer"" #DrFauci came in contact with was probably @realDonaldTrump. :thinking_face: #coronavirus #TrumpVirus #TrumpCoronavirusTestFailure",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1259326832199041026
"@News24 Mmmm It's SO difficult, who does one believe? #Trump, a politician &amp; #Covid19 denialist, who get his 'facts' from #SocialMedia or #DrFauci, one of the #USA's top immunologist, whose facts are based in science? Such a conundrum!",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1280801297755750400
@BlueGhost40_ I would prefer if #DrFauci joined these meetings remotely for his safety #COVID19,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1241105220274475009
"@morethanmySLE @donwinslow  There is no better explanation for why the U.S. leads the world in COVID-19 cases than the President trusting the word of Chuck Woolery, a washed up game show host over that of Dr. Fauci, the nation’s leading infectious disease specialist. :mask:",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283086834780770305
"@stillirise1963 I don’t think self-preservation is in play for many Trump supporters.  Amazingly, many Red Staters think #COVID19 is a complete Hoax!  Others believe Dr Fauci &amp; Bill Gates, etc. are trying to trick the public!  Conspiracy theories abound.  Sad.
#DrFauci is a hero
#Trump is a zero",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260350089752707073
@dbongino Have you seen what the FAT LOSER @realDonaldTrump does daily...the WORST!! #BenedictDonald #donaldvirus #FredsFailure #CreepyTrump #FauciIsAHero #ByeDonJr #ByeIvanka #CoronaDon #coronavirus #ImpeachTrumpAgain,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284319600763535361
"#Coronavirus why are people acting shocked or stunned that #DrFauci is being openly attacked and demeaned by @potus or #FOXNEWS 

It was always going to end that way. No one is ever allowed to tell the Emperor that he has no clothes.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1261033357242241026
"Hey, @VP, get a spine. Listen to the experts, not the clueless @POTUS who refuses reality. We are still smack dab in the middle of #COVID19, so STOP claiming we've moved past! If you can't handle the #Covid19TaskForce, then appoint #DrFauci, who CAN help. #StayOutOfJacksonville",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1273374514001387522
"@funder @WeAreSinclair And every flying monkey will believe it.  They see the evil deeds of BRAIN DEAD PMWCT (person, man, woman...) and they turn a blind eye but they will hop on board his slash Fauci  campaign.   
#TrumpVirus",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287010603706376192
"@IngrahamAngle We’ll listen to #DrFauci, but  @realDonaldTrump only rants, raves, and lies! Nothing informative. Nothing new!  Just a waste of time! And @VP is just an #EmptySuit. #COVIDIOTS #Covid19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1252070478560161792
"@DanielBen_Del Or someone in Russia.

Americans are united in trusting one person during this #coronavirus crisis and it isn't Trump. Dr. Fauci has been honest about #COVID19 and he's been right so far. Until that changes, I'll continue to trust Dr. Fauci.

#COVID #StayHome",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1247009056126111746
"#DrFauci and #DrBirx appeal to #Millennials to follow the #CDC guidelines, #WearAMask, #sociallydistance &amp; to avoid large, crowded parties amid the surging #coronavirus cases in the south.However, it is the summertime, and more and more young people are partying at local beaches.",fauci,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1276572976620679170
"@mmpadellan Fauci!  Bless the man who actually has principles! Once again, Trump and his minions will sell fiction as facts and all of his followers won’t even bother to question it. #TrumpLiesPeopleDie",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282618846080307200
"Thank you, #DrFauci, for your expertise and concern. #Covid19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1260322553823977472
"@IngrahamAngle Fixed it for you: Democrats #WearAMask &amp; are #SociallyDistant.  Republicans who ignore medical experts, like #DrFauci, will spread #COVID19 and potentially harm themselves and others. 

You can't wish #COVID19 away, but you can mitigate the deaths.

#FactsMatter #ScienceMatters",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1281343816709148680
A corona virus briefing without doctors or scientists is just a stupid rally.,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285590169215619073
"#USA Governors working together on a plan for the good of the country while @realDonaldTrump threatens  #DrFauci for telling the truth about his failures.

#COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1249825392741044225
#DonaldTrump is horrible at handling th his #pandemic . It is truly our governors who are keeping us safe. He wants us to take unapproved meds &amp; go back to meeting each others in stores and restaurants as thousands die a week. #fail #COVID2019 #COVID2019 #coronavirus #DrFauci,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249747260755361792
"Dear @sardesairajdeep  Sir,  Can we get an interview with #DrFauci and the drug #remdesivir. The ability of the drug to fight #COVID19 It would be fantastic on the show soon",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1255752984329244672
"It's time for #DrFauci #DrBirx &amp; other scientists &amp; medical experts on #coronavirus to start having their own DAILY BRIEFINGS BUT w/o TRUMP.
America must hear facts, truth &amp; medical advice w/o Trump's spin.

@CDCgov @NIH @nytimes @wapo @maddow @JoeBiden @maggieNYT @AshleyRParker",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1260164804418904064
"@seanmdav @realDonaldTrump My state, which is Indiana. Had 200 new deaths.  And, Coronavirus cases are now rising. My state has a total of nearly 54,000 cases. My child will continue elearning. I will protect my child. #TrumpIsNotWell",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284082880357031938
":mask: Wear your mask
:soap:Wash your hands
:left_right_arrow: Social distance
 :stethoscope: Listen to Dr. Fauci",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284686731690889218
"@thehill Dr. Fauci has been our most knowledgeable, consistent, and trustworthy source of information since the #CaronaVirusOutbreak began. This man is nothing short of a hero. Thank you for your commitment to the American people, #DrFauci! :flag_for_United_States: #COVID19 #NationalEmergency",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1238558333851885568
"@maddow Shocking,,,,, poor #DrFauci will definitely be needing to get his resume updated once someone dumbs down the report and spoon feeds its findings to The Donald. #COVID19 #TrumpVirus #TrudeauLiedPeopleDied",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1252712322830868481
"@DearAuntCrabby Ummmm :face_with_raised_eyebrow: 

Let me think :thinking_face: 

Hell No. 

Only when Dr Fauci says it’s a real vaccine. Then I’ll",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288229041506582530
"@VickyisGrateful More political #TrumpVirus #COVIDIOTS garbage :face_vomiting: 

#STOPKILLINGUS  :broken_heart::100:#BLOODONYOURHANDS

#DrFauci where are yoooooou!?!? 
@NIAIDNews @CDCgov @NIHDirector @BetsyDeVosED @DrBurgessTX @NCTQ @HHSGov @EdLaborCmte @USEDGOV",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1280895587970363392
"I don't wanna see people like that ( #DrFauci ) become apologists for a completely incompetent Govt &amp; a Govt that's endangering Americans.
@IrwinRedlenerMD 

#DeadlineWH 
#Trumpspeech
#CaptainCorona
#COVID19
#MSNBC",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1238568517227753473
@justbor That's not what doctors told me when I was tested for #coronavirus last week @seanhannity.  Your sole source for doctor recommended hydroxychloroquine is Dr. Oz! Dr. Oz! How could this be a bigger journalistic failure? What did #DrFauci #DrBrix say?,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246690544442413057
@danpfeiffer Lets say “a prominent member of the President’s #coronavirus task force” said. We need #DrFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1245147154123022336
"@DanPatrick you are a disgrace to humanity, to your family, to men, to Texans, to politics. @GovAbbott it appears that Dan wants Americana to die. #DrFauci has guided America well. Dan wants Americans to dismiss science &amp; data &amp; as #covid19 kills, Dan is an accessory to murder.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1278459605291610113
“A risk to you is not just a risk to you. Because if you get infected you are part of the dynamic process of propagating the pandemic.” #DrFauci #COVID19 #coronavirus,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1276618292032081924
"If had to choose an MVP of this pandemic, it would be DR Fauci....
#coronavirus #Fauci #DrFauci #CoronavirusUSA",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1245179835426705413
"@kenolin1 Dr. Fauci is one of the most revered and respected physicians/experts in the USA.  No one has ever had a bad thing to say about him regarding his work and ethics but here comes Trump willing to discredit his 40 years of work to deflect responsibility 

#TrumpVirus",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282717627228413953
"@realDonaldTrump is as dangerous to the human race as the #coronavirus. Thank you #DrBirx and #DrFauci for not playing into his propaganda and for fighting back with grace, dignity and facts. 

When people show you their true colors, believe them. #NovemberIsComing",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1253727562548772864
"It's clear the gotcha police were in out in full force
Why does everyone hate masks? Why do they show no remorse?

The fact that hes being vilified is crazy, he certainly isn't a witch
The worst thing he's ever done was try and throw a pitch!
#Fauci #FauciFirstPitch",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287142662634713091
@mterr337 Look! @POTUS needs his #Rallies and funds are not substantial for the #SchoolBoard The #Witch Betty Dick wants schools to start under his rule...#DrFauci said the #Virus was going to re surfacing double times...,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282411062956974080
